target,X1,X2
1,-5.198112818628083,0.6418693163940358
1,-5.752295378391194,0.4186271113893151
0,-10.844898372319836,-7.553522726562745
1,-4.570984834276422,-0.8010174062556414
1,-3.519162152942358,0.039344896046664316
2,1.6039161102434356,0.7638804060602313
0,-9.751573566587453,-5.203026198176283
0,-11.510236350280888,-4.162843213812081
0,-7.726757948652349,-5.866565633916548
2,2.6765673892857738,3.2987275621576058
2,4.779996449540134,-0.32443193139318016
2,1.0777920747713634,-0.24999667608192788
0,-8.55545130096433,-5.035368003422989
2,2.1598639164807927,1.1201529987795342
0,-8.81718974886526,-4.579256336672506
1,-2.5381616962605764,-1.4182733283041056
2,2.8353662005252427,1.7732280494697048
2,1.1291553255034752,-0.837076678496977
0,-8.89314980317568,-5.32749594217125
0,-7.035285456338817,-4.634899727873358
0,-9.2909954481144,-6.110015326196258
2,2.2195308797816233,-0.14202964183788658
0,-8.992939211551535,-4.799269444060296
1,-3.7733390479978945,-0.051011394532166576
0,-8.14569116664311,-7.001194954819966
1,-5.000118356910459,0.23328229837492112
2,3.145997647610386,-0.9327584633808372
1,-4.047288540471058,-0.28806791126430403
2,1.7017610229278546,-0.7015952319679966
0,-8.82010859251805,-6.8453897716146255
1,-5.305073728915331,-0.9441718541643611
0,-9.464436766348976,-6.540657248342111
1,-5.3558787393335265,-0.5868578940940704
2,3.5761085352025774,1.1694369165766383
2,2.1344941218681637,0.12113278046118936
2,2.586182400977828,0.9569805269095712
2,1.5729639820201262,-1.0702799116772121
1,-4.713259381381282,0.18689188565681786
2,1.4647717886321905,0.40401695154220346
0,-9.022694729242932,-4.365698259762823
0,-10.813602278826897,-5.049525330241017
0,-8.147798210219307,-4.878821277170505
1,-5.38756058032074,-1.1581643478122075
1,-5.637424158568727,-0.3532777945242624
2,2.360947568112688,1.856906330648523
0,-8.094215850782051,-5.7749273933890635
2,0.8697309771259947,0.894993015839867
0,-10.430850668212116,-6.234084368027341
1,-5.236918503133578,-1.0430362562771252
1,-4.375312679469331,-2.1008262265869018
1,-3.342843321636564,-0.7225746905278861
1,-4.4021522495880046,0.6165079719624909
0,-8.405901057585934,-4.79557027150421
0,-9.956645364230686,-6.0521238864059725
1,-4.790766477182417,1.8141548842500252
2,1.5114886533311678,0.08990435656327739
0,-8.53616394179077,-5.625843913418277
1,-5.123436038011,1.325380067343854
1,-4.137439850960205,-0.9634777449914915
1,-6.1092242996779405,-0.7656151302004778
1,-3.9552829838949766,-0.48834169321107856
0,-10.076450036378095,-5.399924249770204
1,-2.5618627030201258,1.8427446529862106
2,3.3652968310380933,0.47109227839517376
1,-3.4138602280010337,0.3680288007294278
1,-4.472975483380635,0.14548592188595302
0,-8.981104302160377,-5.746658988105251
2,2.6104999861368405,1.3200199161005561
1,-5.498352996371847,-0.5449281261551849
1,-3.221981637325033,0.951099007048757
1,-4.620461290339238,-0.45834124212134375
1,-5.641214390659658,-0.322649501756115
1,-4.748618634041317,0.3237903601503631
2,2.2562098294791566,-0.5784480699664158
0,-8.424578320056511,-5.322646635548799
1,-3.160817395594016,0.6798342713370448
1,-3.581401899460108,0.8075674530163314
2,0.6586552899306402,2.116186738078464
2,2.6911889947272596,1.1585753511303727
1,-4.468401166048184,0.15247998386127962
0,-8.803196779175222,-5.5862495687281415
0,-9.378284814261244,-3.665080577500815
1,-4.667589964855986,-1.3838418055268316
2,1.210759617448313,1.0909513772726918
0,-8.731371979285626,-4.586968683907697
2,1.6650454195967639,0.09305974742522116
2,3.0352334260621,0.7459031455829788
0,-9.450179105860807,-5.925277488227979
0,-9.345123810940425,-3.5189244045479344
0,-9.45849879382565,-4.522199595775289
2,2.9333412400674996,-1.960213709654612
1,-6.469411785043539,1.1663432860557899
2,2.043440803814712,0.37729965093620965
2,2.26412271190562,2.0092106028461765
1,-5.747385582273123,0.13035553549100942
1,-6.298073011146861,0.5095756943754766
2,2.7878751710007834,0.3881640428140881
1,-3.4120339279113088,0.626257207504018
1,-4.039815639561795,-0.351531172900092
0,-9.93761365122951,-3.868097995638365
2,1.9466094390107442,0.7634326060611769
0,-6.867092087363954,-5.766832601085387
0,-10.090810773757482,-5.469534833878375
1,-4.140729931102338,0.5703544814800133
0,-9.808596178487953,-6.943026214643361
2,0.7176813839485372,-0.05193383493157189
1,-3.4120661432410335,2.418039695764626
2,1.709242129617042,-0.08847400959104856
0,-8.90198359102881,-6.451543989959995
1,-4.803163207037036,-0.8759299804467624
2,0.818431797044419,0.6414276366267269
0,-10.556140857034778,-5.978412343997302
0,-8.971840276974303,-6.042117234130715
0,-9.255680682222607,-6.744031624077561
2,1.6602333480497162,2.35055645028717
1,-2.8209887238995313,-1.0038233141334947
2,1.6085771358786043,0.3772702292045152
1,-4.499800540137854,1.9698352237227146
1,-4.1083825919974934,0.19628719290619107
0,-9.985752104328673,-3.9811037463443704
2,1.7521163966256204,0.4864825924697388
1,-5.166738056630054,1.9097865603658657
2,2.221933462758613,1.6935049012004122
0,-7.613221858608172,-5.590643549105038
1,-4.075798787917531,-1.1570908796925832
2,2.688547137660599,0.795319801038014
1,-4.791799537028531,2.065755253628703
1,-4.237855836438725,-1.0831475318506296
2,3.1957671437363935,-0.04192072572092409
0,-10.487752605055928,-4.923099426617135
0,-9.625016349341692,-6.742680554790467
2,2.1451693478191247,-1.5124884111929395
0,-8.54606245765481,-8.34464530814272
2,1.4230868222396205,1.3334399451582826
1,-3.166707262647465,0.3109525710058999
1,-4.644567445417105,0.8199679096361179
0,-8.403877187562147,-4.554457631282436
2,2.4031815954552194,0.19466059030388005
2,1.1150935929504637,1.080312413660931
1,-5.496677934291577,-0.06584594374161676
1,-4.85105017343581,1.2133712848193168
1,-4.278695135743076,1.2943525129116036
1,-5.368326424147224,-0.6290239757536532
2,1.8926588339207782,2.2385454011396435
1,-3.847703944012144,-0.9752010671261226
0,-8.571757617701858,-4.103543944414995
2,2.3631946991189805,-1.0703149001693417
1,-4.139994932182794,0.3806236585284559
0,-9.473395756144962,-6.612091416470406
2,1.218921533837006,-0.013868471451145448
1,-4.17847207510161,-1.7680630585582418
1,-3.6226923688535737,-0.9691939793406308
2,2.470770154240461,-0.3716263532022087
0,-9.133838672648842,-5.149702781458045
2,3.4732377850411282,-0.0058630093660961835
2,2.649744326212186,-0.06061198493262321
0,-8.71693851742024,-5.101671999912375
2,2.6700061298295448,-0.35492180177435306
0,-8.384762171606821,-5.7002863816486835
2,3.3290745714203247,-0.20917859627683844
2,2.5775726198497666,0.18252613092531178
2,1.5246610219529213,-0.9661723930118578
2,1.302772522317198,-0.7769048437484909
2,1.6010137764770869,0.6566322743995756
0,-10.766958688823408,-4.060868426839297
0,-8.50973656307954,-5.548222006105012
1,-3.072872452168571,0.9521616458958965
0,-9.27536209351574,-7.8316765321512065
0,-8.54813623121769,-4.800537216263536
1,-5.309969519309754,0.5541590143252519
0,-9.887227995840515,-3.703889852355595
0,-7.312582935662958,-3.9865599566096313
1,-3.8371851485440636,-0.9236934085901283
2,2.3066894052429316,1.2291089245867293
1,-3.667147023988734,-0.08208254835246862
2,1.8067132539988304,0.2173720670912841
0,-8.45610839900977,-5.294892914233639
1,-4.071286316766577,0.5147124902858486
1,-5.028657814626794,-0.47654788591796515
1,-4.982206051509755,0.16499566138997274
1,-7.803366720218786,-0.6361607947227746
0,-9.350320280908551,-6.140991453546972
2,1.3940158828599511,0.7972142598431253
1,-3.757018022482695,-0.6644814136409277
